3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1998,Both sexes,67.99,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2001,Female,58.83,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2001,Male,77.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2001,Both sexes,67.8,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2004,Female,59.11,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2004,Male,75.97,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2004,Both sexes,67.27,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2006,Female,59.76,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2006,Male,75.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2006,Both sexes,67.35,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1995,Female,55.85,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1995,Male,79.03,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1995,Both sexes,67.05,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2011,Female,60.54,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2011,Male,74.68,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2011,Both sexes,67.45,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1997,Female,56.95,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1997,Male,78.63,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,1997,Both sexes,67.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2002,Female,59.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2002,Male,76.71,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2002,Both sexes,67.72,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2012,Female,60.83,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2012,Male,74.49,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2012,Both sexes,67.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2013,Female,61.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2013,Male,74.19,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2013,Both sexes,67.54,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2014,Female,61.9,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2014,Male,74.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2014,Both sexes,67.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2015,Female,62.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2015,Male,74.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2015,Both sexes,68.15,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2016,Female,62.84,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2016,Male,74.5,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2016,Both sexes,68.57,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2017,Female,62.61,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2017,Male,74.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,756,Switzerland,2017,Both sexes,68.44,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1999,Female,54.03,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1999,Male,65.74,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1999,Both sexes,59.5,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2003,Female,57.88,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2003,Male,67.26,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2003,Both sexes,62.33,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2008,Female,57.55,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2008,Male,69.83,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2008,Both sexes,63.33,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2000,Female,50.69,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2000,Male,64.44,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2000,Both sexes,63.2,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2005,Female,57.03,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2005,Male,67.94,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2005,Both sexes,62.31,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2007,Female,57.11,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2007,Male,68.88,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2007,Both sexes,62.64,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2009,Female,58.12,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2009,Male,69.2,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2009,Both sexes,63.33,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2010,Both sexes,63.7,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1998,Female,64.37,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1998,Male,71.48,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1998,Both sexes,67.68,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2001,Female,58.01,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2001,Male,67.94,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2001,Both sexes,62.71,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2004,Female,57.65,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2004,Male,66.82,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2004,Both sexes,61.97,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2006,Female,56.77,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2006,Male,68.24,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2006,Both sexes,62.16,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1995,Female,64.9,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1995,Male,73.06,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,1995,Both sexes,68.74,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2011,Female,58.5,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2011,Male,70.7,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2011,Both sexes,64.3,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2002,Female,58.07,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2002,Male,67.56,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2002,Both sexes,62.57,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2012,Female,58.6,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2012,Male,71.3,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2012,Both sexes,64.6,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2013,Both sexes,64.96,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2014,Female,56.13,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2014,Male,69.28,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2014,Both sexes,62.36,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2015,Female,56.2,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2015,Male,69.16,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2015,Both sexes,62.36,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2016,Female,55.89,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2016,Male,69.08,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2016,Both sexes,62.15,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,Developed regions,804,Ukraine,2017,Both sexes,62,-,-,Country data,National,Age coverage - maximum age: 70 years old,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1999,Female,40.83,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1999,Male,65.48,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1999,Both sexes,53.13,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2003,Female,43.39,-,-,Country data,National,0,0,0,0,0,-,Data reference period: April
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2003,Male,65.57,-,-,Country data,National,0,0,0,0,0,-,Data reference period: April
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2003,Both sexes,54.51,-,-,Country data,National,0,0,0,0,0,-,Data reference period: April
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2008,Female,42.72,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2008,Male,67.61,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2008,Both sexes,55.12,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2000,Female,41.7,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2000,Male,64.4,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2000,Both sexes,52.9,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2007,Female,42.99,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2007,Male,66.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2007,Both sexes,54.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2009,Female,42.61,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2009,Male,68.45,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2009,Both sexes,55.48,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2010,Female,42.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2010,Male,68.57,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2010,Both sexes,55.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1996,Female,42.95,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1996,Male,66.98,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1996,Both sexes,54.95,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1998,Female,42.2,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1998,Male,67.4,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1998,Both sexes,54.8,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2001,Female,45.5,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2001,Male,65.6,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2001,Both sexes,55.5,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2006,Female,41.93,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2006,Male,66.23,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2006,Both sexes,54.02,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2011,Female,43.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2011,Male,67.55,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2011,Both sexes,55.48,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1997,Female,41.2,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1997,Male,66.5,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,1997,Both sexes,53.7,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2002,Female,41.46,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2002,Male,63.68,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2002,Both sexes,52.64,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2012,Female,43.04,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2012,Male,67.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2012,Both sexes,55.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2013,Female,44.49,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2013,Male,67.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2013,Both sexes,55.85,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2014,Female,44,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2014,Male,67.96,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2014,Both sexes,55.92,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
